hect,quad,tree,d0,d1,d2,fam,gen,sp
1,19,412,16.8,17.5,18.1,Fabaceae,Cynometra,Cynometra longicuspis Ducke
1,19,413,16.6,17,17.7,Sapotaceae,Pouteria,Pouteria retinervis T. D. Penn.
1,19,414,12.1,12.3,12.7,Lecythidaceae,Eschweilera,Eschweilera romeu-cardosoi S. A. Mori
1,19,415,44.6,45.6,44,Sapotaceae,Chrysophyllum,Chrysophyllum manaosense (Aubrev.) T. D. Penn.
1,19,416,22.8,24.4,26.1,Melastomataceae,Mouriri,Mouriri angulicosta/duckeana/duckeanoides
1,19,417,12.5,12.5,12.8,Rubiaceae,Duroia,Duroia saccifera (Schult. & Schult.f.) K. Schum.
1,19,418,13.3,13.3,13.3,Burseraceae,Protium,Protium hebetatum Daly
1,19,419,15.4,16.2,16.5,Lecythidaceae,Eschweilera,Eschweilera wachenheimii (Benoist) Sandw.
1,19,420,12.4,12.7,12.5,Violaceae,Rinorea,Rinorea flavescens (Aubl.) Kuntze
1,19,421,14.2,15.5,17,Lecythidaceae,Corythophora,Corythophora alta R. Knuth
1,19,422,11,11.4,12.5,Annonaceae,Duguetia,Duguetia manausensis Maas & Boon
1,19,423,,,,Lecythidaceae,Eschweilera,Eschweilera wachenheimii (Benoist) Sandw.
1,19,424,,,,Burseraceae,Protium,Protium occultum Daly
1,19,425,22.2,23.2,23.4,Fabaceae,Bocoa,Bocoa viridiflora (Ducke) Cowan
1,19,6028,11,13.1,14.4,Lauraceae,Ocotea,Ocotea sp. 3
1,2,23,24.4,25.5,27,Fabaceae,Inga,Inga sp. 31
1,2,24,11.8,11.9,11.8,Rubiaceae,Coussarea,Coussarea albescens (DC.) MÅll. Arg.
1,2,25,10.5,10.8,10.7,Goupiaceae,Goupia,Goupia glabra Aubl.
1,2,26,37.1,37.7,38.3,Olacaceae,Minquartia,Minquartia guianensis Aubl.
1,2,27,26.9,28.7,30.5,Apocynaceae,Aspidosperma,Aspidosperma spruceanum Benth. ex MÅll. Arg.
1,2,28,58.3,60.7,63.3,Caryocaraceae,Caryocar,Caryocar pallidum A. C. Smith
1,2,29,31.8,31.8,31.8,Lecythidaceae,Couratari,Couratari stellata A. C. Smith
1,2,30,12.4,12.7,13.4,Lecythidaceae,Eschweilera,Eschweilera truncata A. C. Smith
1,2,31,16.1,16.8,16.8,Burseraceae,Protium,Protium hebetatum Daly
1,2,32,11.5,11.9,12.2,Violaceae,Amphirrhox,Amphirrhox longifolia (A. St.-Hil.) Spreng.
1,2,33,10.1,10.1,10.2,Moraceae,Helianthostylis,Helianthostylis sprucei Baill.
1,2,34,15.4,15.8,16.4,Fabaceae,Swartzia,Swartzia reticulata Ducke
1,2,35,30,40,37.3,Elaeocarpaceae,Sloanea,Sloanea synandra Spruce ex Benth.
1,2,36,14.1,14.2,14.5,Meliaceae,Trichilia,Trichilia areolata Penn.
1,2,37,13.2,14,14.3,Moraceae,Brosimum,Brosimum acutifolium Huber
1,2,38,,,,Sapotaceae,Pouteria,Pouteria macrophylla (Lam.) Eyma
1,2,39,34.1,40.6,48,Fabaceae,Sclerolobium,Sclerolobium sp. 1
1,2,40,15.5,15.5,16.1,Fabaceae,Diplotropis,Diplotropis triloba Gleason
1,2,41,15.4,15.6,15.5,Burseraceae,Protium,Protium hebetatum Daly
1,2,42,17.3,17.3,17.5,Arecaceae,Oenocarpus,Oenocarpus bacaba Mart.
1,2,43,16.7,18.1,18.9,Burseraceae,Protium,Protium opacum Swart
1,2,44,14,14.6,15,Fabaceae,Inga,Inga umbratica Poepp. & Endl.
1,2,5110,21.6,27,34.4,Anacardiaceae,Tapirira,Tapirira guianensis Aubl.
1,2,5111,16,17.8,19.7,Bignoniaceae,Jacaranda,Jacaranda aff. copaia (Aubl.) D. Don
1,2,5112,10.9,11.3,12,Elaeocarpaceae,Sloanea,Sloanea floribunda Spruce ex Benth.
1,2,6002,10.5,11.1,11.5,Chrysobalanaceae,Licania,Licania bracteata Prance
1,2,6527,,,10.1,Annonaceae,Ephedranthus,Ephedranthus amazonicus R. E. Fries
1,2,6528,,,11.5,Chrysobalanaceae,Licania,Licania sp. 12
1,2,6529,,,10.1,Myrtaceae,Eugenia,Eugenia sp. 2 (Guia Ducke)
1,2,6795,,,10.4,Chrysobalanaceae,Licania,Licania membranacea Sagot ex Laness.
1,20,426,10.3,10.3,10.3,Violaceae,Rinorea,Rinorea flavescens (Aubl.) Kuntze
1,20,427,34,38.4,42.4,Vochysiaceae,Vochysia,Vochysia obidensis (Huber ex Ducke) Ducke
1,20,428,25.9,27.1,28.3,Olacaceae,Minquartia,Minquartia guianensis Aubl.
1,20,429,14.8,16.4,17.5,Lecythidaceae,Eschweilera,Eschweilera truncata A. C. Smith
1,20,430,24.9,25.3,26,Moraceae,Trymatococcus,Trymatococcus amazonicus Poepp. & Endl.
1,20,431,45.3,46.7,47.2,Humiriaceae,Vantanea,Vantanea parviflora Lam.
1,20,432,13,13.1,,Fabaceae,Sclerolobium,"Sclerolobium ""large foliaceous stipules"""
1,20,433,31.5,33.7,37,Lauraceae,Ocotea,Ocotea percurrens Vicentini
1,20,434,18.3,,,Putranjivaceae,Drypetes,Drypetes variabilis Uittien
1,20,435,36.8,38.2,39,Chrysobalanaceae,Licania,Licania rufescens Klotzsch ex Fritsch
1,20,436,11.1,11.5,11.6,Annonaceae,Duguetia,Duguetia manausensis Maas & Boon
1,20,437,33.9,35.5,37.9,Burseraceae,Protium,Protium altsonii Sandwith
1,20,438,40.2,40.6,41.1,Malvaceae,Scleronema,Scleronema micranthum (Ducke) Ducke
1,20,439,13.5,13.7,13.7,Lecythidaceae,Eschweilera,Eschweilera grandiflora (Aubl.) Sandw.
1,20,440,26.9,,,Violaceae,Rinorea,Rinorea sp. 1
1,20,441,14.6,14.6,14.5,Lecythidaceae,Lecythis,Lecythis prancei S. A. Mori
1,20,442,20.5,,,Olacaceae,Minquartia,Minquartia guianensis Aubl.
1,20,443,17.5,17.6,17.7,Fabaceae,Swartzia,Swartzia reticulata Ducke
1,20,444,37.3,38.4,40.2,Lecythidaceae,Eschweilera,Eschweilera cyathiformis S. A. Mori
1,20,445,16.5,16.8,16.9,Clusiaceae,Tovomita,Tovomita caloneura A. C. Smith
1,20,446,,,,Annonaceae,Unonopsis,Unonopsis duckei R. E. Fries
1,20,5120,13.7,14.4,15.5,Malpighiaceae,Pterandra,Pterandra arborea Ducke
1,20,5256,10.6,11.8,12.8,Lecythidaceae,Eschweilera,Eschweilera wachenheimii (Benoist) Sandw.
1,20,5257,,,,Erythroxylaceae,Erythroxylum,Erythroxylum macrophyllum Cav.
1,20,5258,11.5,12.4,12.8,Olacaceae,Minquartia,Minquartia guianensis Aubl.
1,20,5510,,10,11.1,Sapotaceae,Chrysophyllum,Chrysophyllum prieurii A. DC.
1,20,5511,,10,10.2,Myrtaceae,,Myrtaceae sp. 16
1,20,5512,,10.7,12.2,Myrtaceae,,
1,20,6029,10.6,11.1,11.1,Malvaceae,Matisia,Matisia ochrocalyx K. Schum.
1,20,6030,11.6,12.8,13,Lecythidaceae,Corythophora,Corythophora alta R. Knuth
1,20,6031,10.4,11.2,10.7,Arecaceae,Oenocarpus,Oenocarpus bacaba Mart.
1,21,447,11,11.4,11.6,Burseraceae,Protium,Protium hebetatum Daly
1,21,448,14.7,15,15,Lecythidaceae,Eschweilera,Eschweilera romeu-cardosoi S. A. Mori
1,21,449,20.3,21,21.7,Meliaceae,Trichilia,Trichilia rubra C. DC.
1,21,450,15.7,17.6,19.1,Apocynaceae,Geissospermum,Geissospermum urceolatum Gentry
1,21,451,22.8,23.5,23.9,Moraceae,Trymatococcus,Trymatococcus amazonicus Poepp. & Endl.
1,21,452,,,,Lecythidaceae,Eschweilera,Eschweilera truncata A. C. Smith
1,21,453,21.1,23.3,25.6,Urticaceae,Pourouma,Pourouma villosa Tr‚cul
1,21,454,14.2,,,Meliaceae,Guarea,Guarea trunciflora C. DC.
1,21,455,14.2,15.5,18.3,Fabaceae,Sclerolobium,"Sclerolobium ""large foliaceous stipules"""
1,21,456,48.5,57.5,58.7,Vochysiaceae,Erisma,Erisma bracteosum Ducke
1,21,457,19.2,22.1,24.8,Lauraceae,Ocotea,Ocotea cujumari Mart.
1,21,458,15.1,15.1,15.3,Burseraceae,Protium,Protium occultum Daly
1,21,459,,,,Annonaceae,Unonopsis,Unonopsis duckei R. E. Fries
1,21,460,,,,Sapotaceae,Pouteria,Pouteria cladantha Sandw.
1,21,461,12,11.9,12,Fabaceae,Andira,Andira trifoliolata Ducke
1,21,462,,,,Chrysobalanaceae,Licania,Licania caudata Prance
1,21,463,32,35.7,38.8,Vochysiaceae,Vochysia,Vochysia obidensis (Huber ex Ducke) Ducke
1,21,464,,,,Lecythidaceae,Eschweilera,Eschweilera romeu-cardosoi S. A. Mori
1,21,465,23.2,23.3,23.5,Nyctaginaceae,Neea,Neea sp. 3
1,21,5513,,10.6,10.5,Annonaceae,Duguetia,Duguetia manausensis Maas & Boon
1,21,5514,,15.4,15.5,Arecaceae,Oenocarpus,Oenocarpus bacaba Mart.
1,21,6032,12.4,14.3,15.9,Fabaceae,Pseudopiptadenia,Pseudopiptadenia psilostachya (DC.) Lewis & Lima
1,21,6033,14.3,16.5,18.2,Lauraceae,Ocotea,Ocotea sp. 6
1,21,6034,10.3,11.1,11.6,Fabaceae,Inga,Inga umbratica Poepp. & Endl.
1,21,6035,11,12.1,13.9,Fabaceae,Stryphnodendron,Stryphnodendron racemiferum (Ducke) W. Rodr.
1,21,6036,13.5,15.2,15.6,Arecaceae,Oenocarpus,Oenocarpus bacaba Mart.
1,21,6037,10.7,12.3,14.2,Calophyllaceae,Caraipa,Caraipa densifolia/heterocarpa
1,21,6038,14.3,24.8,31.6,Fabaceae,Stryphnodendron,Stryphnodendron pulcherrimum (Willd.) Hochr.
1,21,6039,12.7,15,15.3,Arecaceae,Oenocarpus,Oenocarpus bacaba Mart.
1,21,6549,,,10.3,Fabaceae,Parkia,Parkia multijuga Benth.
1,21,6803,,,11.6,Euphorbiaceae,Pausandra,Pausandra macrostachya Ducke
1,22,466,21.7,22,,Meliaceae,Guarea,Guarea sp. 3
1,22,467,24,25.2,26.9,Lecythidaceae,Eschweilera,Eschweilera truncata A. C. Smith
1,22,468,11.5,12,12.2,Meliaceae,Guarea,Guarea sp. 3
1,22,469,20.3,21.1,22.5,Euphorbiaceae,Hevea,Hevea guianensis Aubl.
1,22,470,,,,Myrtaceae,Myrcia,Myrcia grandis McVaugh
1,22,471,19.1,20.5,21.9,Moraceae,Brosimum,Brosimum rubescens Taub.
1,22,472,11.2,11,,Fabaceae,Swartzia,Swartzia reticulata Ducke
1,22,473,34.3,35.8,38.8,Vochysiaceae,Qualea,Qualea labouriauana Paula
1,22,474,13.1,14,14,Fabaceae,Swartzia,Swartzia reticulata Ducke
1,22,475,13,14.8,16.6,Elaeocarpaceae,Sloanea,Sloanea guianensis (Aubl.) Benth.
1,22,476,11,11.1,,Myristicaceae,Virola,Virola multicostata Ducke
1,22,477,15.9,16.3,,Annonaceae,Unonopsis,Unonopsis duckei R. E. Fries
1,22,478,21.6,22.3,22.6,Lecythidaceae,Eschweilera,Eschweilera atropetiolata S. A. Mori
1,22,479,28.6,29.6,31,Sapotaceae,Micropholis,Micropholis venulosa (Mart. & Eichler) Pierre
1,22,480,58.7,50,57.5,Fabaceae,Peltogyne,Peltogyne excelsa Ducke
1,22,5121,11.6,11.7,11.5,Burseraceae,Protium,Protium sagotianum Marchand
1,22,5122,10.7,10.8,10.9,Malvaceae,Theobroma,Theobroma sylvestre Mart.
1,22,5259,12.6,14,15.1,Violaceae,Rinorea,Rinorea sp. 2
1,22,5515,,10.1,10.2,Violaceae,Rinorea,Rinorea flavescens (Aubl.) Kuntze
1,22,6040,10,10.1,10.2,Sapindaceae,,
1,22,6041,12.6,12.7,12.4,Fabaceae,,
1,22,6042,12.9,13,18.9,Arecaceae,Euterpe,Euterpe precatoria Mart.
1,22,6043,10.2,11,11.2,Lecythidaceae,Eschweilera,Eschweilera wachenheimii (Benoist) Sandw.
1,22,6044,11,12.2,13.7,Annonaceae,Duguetia,Duguetia echinophora R. E. Fries
1,22,6045,10.9,11.6,11.9,Sapotaceae,Manilkara,Manilkara bidentata (A. DC.) A. Chev.
1,22,6046,10,,,Violaceae,Rinorea,Rinorea flavescens (Aubl.) Kuntze
1,22,6047,11.3,12,12.6,Myrtaceae,Calyptranthes,Calyptranthes macrophylla O. Berg
1,22,6550,,,10.7,Burseraceae,Protium,Protium robustum (Swart) D. M. Porter
1,23,481,24,29.2,29.4,Myrtaceae,Myrcia,Myrcia amazonica DC.
1,23,482,14.4,15.1,16.1,Lecythidaceae,Eschweilera,Eschweilera truncata A. C. Smith
1,23,483,13,13.3,14,Elaeocarpaceae,Sloanea,Sloanea aff. rufa Planch. ex Benth.
1,23,484,12.5,12.7,13,Violaceae,Amphirrhox,Amphirrhox longifolia (A. St.-Hil.) Spreng.
1,23,485,17.3,17.9,19.5,Calophyllaceae,Caraipa,Caraipa densifolia/heterocarpa
1,23,486,,,,Melastomataceae,Miconia,Miconia elaeagnoides Cogn.
1,23,487,14.4,14.2,14.7,Meliaceae,Guarea,Guarea sp. 3
1,23,488,15.7,16.7,16.8,Sapotaceae,Ecclinusa,Ecclinusa guianensis Eyma
1,23,489,25,26.2,27.6,Combretaceae,Buchenavia,Buchenavia parvifolia Ducke
1,23,490,24.2,25.5,27.2,Lauraceae,Ocotea,Ocotea percurrens Vicentini
1,23,491,124.7,12,120,Fabaceae,Dinizia,Dinizia excelsa Ducke
1,23,492,16.4,16.4,16.3,Fabaceae,Paramachaerium,Paramachaerium ormosioides (Ducke) Ducke
1,23,493,11.5,11.4,,Meliaceae,Guarea,Guarea sp. 3
1,23,494,12.9,13,13.2,Fabaceae,Paramachaerium,Paramachaerium ormosioides (Ducke) Ducke
1,23,495,15.8,15.8,,Meliaceae,Trichilia,Trichilia areolata Penn.
1,23,496,27.5,27.8,28.3,Fabaceae,Macrolobium,Macrolobium angustifolium (Benth.) Cowan
1,23,497,49.5,50,51.6,Moraceae,Brosimum,Brosimum acutifolium Huber
1,23,498,22,23.6,25,Malvaceae,Scleronema,Scleronema micranthum (Ducke) Ducke
1,23,499,20,21.1,20.3,Rubiaceae,Ferdinandusa,Ferdinandusa uaupensis Spruce ex K. Schum.
1,23,500,,,,Salicaceae,Casearia,Casearia resinifera Spruce ex Eichler
1,23,501,12.3,12.3,12.3,Moraceae,Naucleopsis,Naucleopsis caloneura (Huber) Ducke
1,23,502,27.8,28.1,28.5,Lecythidaceae,Lecythis,Lecythis prancei S. A. Mori
1,23,503,17.8,19.3,21,Fabaceae,Inga,Inga sp. 7
1,23,504,46.9,45.4,47.5,Fabaceae,Zygia,Zygia racemosa (Ducke) Barn. & Grimes
1,23,5260,10.7,11,12.1,Fabaceae,Cynometra,Cynometra longicuspis Ducke
1,23,5516,,10.2,10.6,Violaceae,Rinorea,Rinorea flavescens (Aubl.) Kuntze
1,23,6048,10.6,11,11.6,Fabaceae,Zygia,Zygia racemosa (Ducke) Barn. & Grimes
1,23,6049,10,10.4,10.5,Violaceae,Rinorea,Rinorea flavescens (Aubl.) Kuntze
1,23,6551,,,10.3,Fabaceae,Cynometra,Cynometra longicuspis Ducke
1,24,505,18.3,18.6,19.4,Lecythidaceae,Eschweilera,Eschweilera wachenheimii (Benoist) Sandw.
1,24,506,27.6,27.5,26,Fabaceae,Paramachaerium,Paramachaerium ormosioides (Ducke) Ducke
1,24,507,23.8,24.2,24.5,Violaceae,Rinorea,Rinorea sp. 1
1,24,508,24.5,26,27.2,Lecythidaceae,Eschweilera,Eschweilera micrantha (O. Berg) Miers
1,24,509,29.1,29.4,29.5,Lecythidaceae,Eschweilera,Eschweilera wachenheimii (Benoist) Sandw.
1,24,510,15.8,16.4,17.4,Fabaceae,Macrolobium,Macrolobium angustifolium (Benth.) Cowan
1,24,511,10.6,10.8,10.8,Moraceae,Helianthostylis,Helianthostylis sprucei Baill.
1,24,512,10.2,10.2,10.1,Sapotaceae,Pouteria,Pouteria reticulata (Engl.) Eyma
1,24,513,17.4,17.8,18.2,Olacaceae,Heisteria,Heisteria laxiflora Engl.
1,24,514,15.1,15.2,,Ochnaceae,Ouratea,Ouratea sp. 3
1,24,515,28.3,28.5,29.1,Lecythidaceae,Corythophora,Corythophora alta R. Knuth
1,24,516,70,73.5,,Humiriaceae,,
1,24,517,10.9,11.4,11.9,Elaeocarpaceae,Sloanea,Sloanea eichleri K. Schum.
1,24,518,10.9,10.6,10.8,Lecythidaceae,Eschweilera,Eschweilera wachenheimii (Benoist) Sandw.
1,24,519,12,12.2,12.6,Sapotaceae,Pouteria,Pouteria reticulata (Engl.) Eyma
1,24,520,18.2,18.4,,Fabaceae,Inga,Inga capitata Desv.
1,24,521,14.5,14.8,15.5,Sapotaceae,Pouteria,Pouteria aff. engleri Eyma
1,24,522,14.7,15,16.3,Fabaceae,Inga,Inga gracilifolia Ducke
1,24,523,31.7,33.2,34.4,Chrysobalanaceae,Licania,Licania heteromorpha Benth.
1,24,524,37.1,38.4,37.7,Lauraceae,Aniba,Aniba canelilla (Kunth) Mez
1,24,6050,10.6,10.9,11.4,Myrtaceae,Marlierea,Marlierea umbraticola (Kunth) O. Berg
1,24,6552,,,10.1,Sapotaceae,Pouteria,Pouteria reticulata (Engl.) Eyma
1,25,525,20.4,20.9,22.2,Lecythidaceae,Eschweilera,Eschweilera romeu-cardosoi S. A. Mori
1,25,526,12.9,15,,Burseraceae,Protium,Protium hebetatum Daly
1,25,527,80.3,86.9,83,Fabaceae,Dinizia,Dinizia excelsa Ducke
1,25,528,10.2,10.3,10.2,Fabaceae,Swartzia,Swartzia recurva Poepp.
1,25,529,29.5,29.5,29.6,Moraceae,Helicostylis,Helicostylis tomentosa (Poepp. & Endl.) Rusby
1,25,530,19.8,20.5,21.2,Sapotaceae,Pouteria,Pouteria aff. engleri Eyma
1,25,531,23.9,24.2,25.3,Sapotaceae,Ecclinusa,Ecclinusa lanceolata (Mart. & Eichler) Pierre
1,25,532,11.7,11.9,12.3,Euphorbiaceae,Pausandra,Pausandra macrostachya Ducke
1,25,533,17,17.6,19.2,Fabaceae,Hymenaea,Hymenaea parvifolia Huber
1,25,534,,,,Malpighiaceae,Byrsonima,Byrsonima rodriguesii W. R. Anderson
1,25,535,,,,Moraceae,Naucleopsis,Naucleopsis caloneura (Huber) Ducke
1,25,536,12.9,13.4,14.4,Lecythidaceae,Lecythis,Lecythis prancei S. A. Mori
1,25,537,46.3,47.2,,Lauraceae,Ocotea,Ocotea cinerea van der Werff
1,25,538,13.3,13.2,13.5,Burseraceae,Protium,Protium trifoliolatum Engl.
1,25,539,16.5,16.7,16.9,Proteaceae,Roupala,Roupala sp. 3
1,25,540,10.7,10.8,10.9,Violaceae,Rinorea,Rinorea racemosa (Mart.) Kuntze
1,25,541,11.1,11.1,11.1,Rubiaceae,Chomelia,Chomelia tenuiflora Benth.
1,25,542,24.7,25.5,25.4,Myrtaceae,Eugenia,Eugenia patrisii Vahl
1,25,543,15.8,16.1,16.4,Annonaceae,Ephedranthus,Ephedranthus amazonicus R. E. Fries
1,25,544,17.4,17.5,18.2,Fabaceae,Swartzia,Swartzia recurva Poepp.
1,25,545,26.7,26.7,,Annonaceae,Onychopetalum,Onychopetalum amazonicum R. E. Fries
1,25,546,39.8,40.3,40,Sapotaceae,Micropholis,Micropholis venulosa (Mart. & Eichler) Pierre
1,25,547,13.1,13,13.7,Annonaceae,Ephedranthus,Ephedranthus amazonicus R. E. Fries
1,25,548,14.9,14.9,14.9,Bignoniaceae,Tabebuia,Tabebuia incana A. H. Gentry
1,25,549,,,,Myrtaceae,Calyptranthes,Calyptranthes macrophylla O. Berg
1,25,550,33.6,33.7,32.8,Sapotaceae,Pouteria,Pouteria hispida Eyma
1,25,551,10.6,10.7,10.8,Melastomataceae,Mouriri,Mouriri collocarpa Ducke
1,25,552,12.5,,,Fabaceae,Paramachaerium,Paramachaerium ormosioides (Ducke) Ducke
1,25,6051,10.3,10.6,,Melastomataceae,Miconia,Miconia cf. tetrasperma Gleason
1,25,6553,,,10.6,Goupiaceae,Goupia,Goupia glabra Aubl.
1,25,6554,,,10.2,Fabaceae,Macrolobium,Macrolobium angustifolium (Benth.) Cowan
1,25,6804,,,10.1,Violaceae,Rinorea,Rinorea flavescens (Aubl.) Kuntze
1,3,45,30.5,32,34.3,Euphorbiaceae,Hevea,Hevea guianensis Aubl.
1,3,46,15.2,15.8,17.1,Moraceae,Brosimum,Brosimum rubescens Taub.
1,3,47,31.1,31.9,32.7,Violaceae,Rinorea,Rinorea sp. 1
1,3,48,17.8,18,17.7,Nyctaginaceae,Neea,Neea sp. 3
1,3,49,16.9,17,16.9,Annonaceae,Duguetia,Duguetia manausensis Maas & Boon
1,3,50,10.4,10.5,10.4,Rubiaceae,Duroia,Duroia sp. 1
1,3,51,28.4,28.9,29.1,Lecythidaceae,Eschweilera,Eschweilera micrantha (O. Berg) Miers
1,3,52,33.9,34.4,35,Lecythidaceae,Corythophora,Corythophora alta R. Knuth
1,3,53,51.5,55.9,61,Vochysiaceae,Vochysia,Vochysia obidensis (Huber ex Ducke) Ducke
1,3,54,26.8,31,33.5,Fabaceae,Parkia,Parkia decussata Ducke
1,3,55,,,,Meliaceae,Guarea,Guarea carinata Ducke
1,3,56,21.7,22,,Ochnaceae,Ouratea,Ouratea sp. 1
1,3,57,41.3,41.8,43,Euphorbiaceae,Pera,Pera glabrata (Schott) Poepp. ex Baill.
1,3,58,17.3,18.9,20.7,Burseraceae,Protium,Protium hebetatum Daly
1,3,59,57.6,57.8,58.7,Lecythidaceae,Eschweilera,Eschweilera amazoniciformis S. A. Mori
1,3,60,23.1,23.3,23.4,Moraceae,Trymatococcus,Trymatococcus amazonicus Poepp. & Endl.
1,3,61,33.7,34.1,34.9,Lecythidaceae,Eschweilera,Eschweilera truncata A. C. Smith
1,3,62,12.2,12.3,12.3,Euphorbiaceae,Pausandra,Pausandra macrostachya Ducke
1,3,63,11.2,11.3,11.3,Burseraceae,Protium,Protium decandrum (Aubl.) Marchand
1,3,64,15.7,16.1,15.8,Arecaceae,Oenocarpus,Oenocarpus bacaba Mart.
1,3,6003,10.3,11.7,12.9,Melastomataceae,Miconia,Miconia cf. tetrasperma Gleason
1,4,65,19.3,20.7,22.2,Elaeocarpaceae,Sloanea,Sloanea eichleri K. Schum.
1,4,66,18.5,18.8,19.3,Lecythidaceae,Eschweilera,Eschweilera romeu-cardosoi S. A. Mori
1,4,67,46.8,47.3,48,Apocynaceae,Geissospermum,Geissospermum argenteum Woodson
1,4,68,,,,Lecythidaceae,Eschweilera,Eschweilera wachenheimii (Benoist) Sandw.
1,4,69,,,,Sapotaceae,Pouteria,Pouteria sp. 1
1,4,70,,,,Moraceae,Pseudolmedia,Pseudolmedia laevis (Ruiz & Pav.) J. F. Macbr.
1,4,71,63,45,59.8,Lecythidaceae,Cariniana,Cariniana decandra Ducke
1,4,72,37.3,38,38.8,Olacaceae,Minquartia,Minquartia guianensis Aubl.
1,4,73,40,47.7,44.8,Sapotaceae,Pouteria,Pouteria sp. 9
1,4,74,17.5,19.7,21.7,Combretaceae,Buchenavia,Buchenavia parvifolia Ducke
1,4,75,15.7,13,13.4,Sapotaceae,Pouteria,Pouteria campanulata Baehni
1,4,76,31,32.3,31,Fabaceae,Eperua,Eperua glabriflora (Ducke) Cowan
1,4,77,13.9,14.1,14.2,Lecythidaceae,Eschweilera,Eschweilera micrantha (O. Berg) Miers
1,4,78,11.3,11.7,12.3,Moraceae,Naucleopsis,Naucleopsis caloneura (Huber) Ducke
1,4,79,25.7,26.9,25.1,Sapotaceae,Pouteria,Pouteria cladantha Sandw.
1,4,80,17.4,18.3,19.3,Annonaceae,Unonopsis,Unonopsis duckei R. E. Fries
1,4,81,,12.2,,Chrysobalanaceae,Couepia,Couepia canomensis (Mart.) Benth. ex Hook. f.
1,4,82,12.4,12.5,12.5,Ebenaceae,Diospyros,Diospyros pseudoxylopia Mildbr.
1,4,83,19.5,21.3,23.9,Moraceae,Naucleopsis,Naucleopsis ulei (Warburg) Ducke
1,4,84,19.2,,,Sapotaceae,Pouteria,Pouteria minima T. D. Penn.
1,4,5495,,10.1,10.5,Lecythidaceae,Eschweilera,Eschweilera grandiflora (Aubl.) Sandw.
1,4,6531,,,10.1,Fabaceae,Sclerolobium,"Sclerolobium ""large foliaceous stipules"""
1,5,85,13.4,13.6,,Rubiaceae,Coussarea,Coussarea albescens (DC.) MÅll. Arg.
1,5,86,68.1,69.5,53.5,Goupiaceae,Goupia,Goupia glabra Aubl.
1,5,87,16.3,18.4,19.5,Euphorbiaceae,Conceveiba,Conceveiba hostmannii Benth.
1,5,88,19.2,20,,Annonaceae,Duguetia,Duguetia manausensis Maas & Boon
1,5,89,12,13.7,15.1,Violaceae,Rinorea,Rinorea sp. 1
1,5,90,11,11.3,12.5,Clusiaceae,Rheedia,Rheedia acuminata (Ruiz & Pav.) Planch. & Triana
1,5,91,37.2,37.5,38.1,Fabaceae,Dipteryx,Dipteryx magnifica (Ducke) Ducke
1,5,92,29.2,30.5,30.6,Lauraceae,Mezilaurus,Mezilaurus duckei van der Werff
1,5,93,14.5,15.4,16,Lecythidaceae,Eschweilera,Eschweilera wachenheimii (Benoist) Sandw.
1,5,94,20,21.9,22.5,Lecythidaceae,Eschweilera,Eschweilera grandiflora (Aubl.) Sandw.
1,5,95,11,11.2,11.5,Burseraceae,Protium,Protium trifoliolatum Engl.
1,5,96,40,,,Sapotaceae,Pouteria,Pouteria reticulata (Engl.) Eyma
1,5,97,19.7,20.2,20.5,Chrysobalanaceae,Hirtella,Hirtella bicornis Mart. & Zucc.
1,5,98,16.7,17.4,,Myristicaceae,Virola,Virola calophylla Warb.
1,5,99,11.4,12.2,12.5,Burseraceae,Protium,Protium apiculatum Swart
1,5,100,21,,,Myrtaceae,Marlierea,Marlierea umbraticola (Kunth) O. Berg
1,5,101,25.8,26.7,27.1,Moraceae,Helicostylis,Helicostylis tomentosa (Poepp. & Endl.) Rusby
1,5,102,12.4,12.7,13.8,Sapotaceae,Pouteria,Pouteria guianensis Aubl.
1,5,103,16.8,18.7,19.2,Lecythidaceae,Lecythis,Lecythis prancei S. A. Mori
1,5,104,13.7,16.4,19,Nyctaginaceae,Neea,Neea aff. madeirana Standl.
1,5,105,12.8,13.9,14.1,Anacardiaceae,Thyrsodium,Thyrsodium spruceanum Benth.
1,5,106,26.9,27.2,26.3,Violaceae,Rinorea,Rinorea sp. 1
1,5,107,17.8,19.5,21.9,Apocynaceae,Geissospermum,Geissospermum argenteum Woodson
1,5,108,25.5,27.3,29,Lecythidaceae,Lecythis,Lecythis prancei S. A. Mori
1,5,109,10.8,11.4,11.4,Fabaceae,Bocoa,Bocoa viridiflora (Ducke) Cowan
1,5,110,14.3,14.7,15.1,Lecythidaceae,Eschweilera,Eschweilera truncata A. C. Smith
1,5,111,44,,,Sapotaceae,Pouteria,Pouteria filipes Eyma
1,5,5496,,10.2,10.1,Sapotaceae,Pouteria,Pouteria macrophylla (Lam.) Eyma
1,5,6004,10.9,12,14.5,Fabaceae,Tachigali,Tachigali plumbea / Sclerolobium sp. 3
1,5,6005,10.2,12,13,Lecythidaceae,Eschweilera,Eschweilera wachenheimii (Benoist) Sandw.
1,5,6006,10.2,11.7,13,Anacardiaceae,Thyrsodium,Thyrsodium spruceanum Benth.
1,5,6532,,,10.1,Malvaceae,Sterculia,Sterculia pruriens (Aubl.) K. Schum.
1,6,112,22.1,23,25.2,Apocynaceae,Geissospermum,Geissospermum argenteum Woodson
1,6,113,13,13.6,13.9,Euphorbiaceae,Mabea,Mabea speciosa MÅll. Arg.
